,Roof_T,Roof_C1,geometry
84,Gable,Good,"POLYGON ((-10834685.29203949 3846271.842718177, -10834686.1958024 3846271.4127203, -10834687.57842733 3846270.754886515, -10834689.02424878 3846270.066984698, -10834689.60534911 3846271.329261161, -10834690.01864198 3846272.227023281, -10834690.70735323 3846273.723054089, -10834694.54575096 3846275.017775804, -10834690.02195044 3846287.942932025, -10834683.91006318 3846285.879177883, -10834683.64307305 3846286.460274048, -10834683.23537432 3846287.347618327, -10834675.33754597 3846284.529800177, -10834680.16068933 3846270.093443088, -10834685.29203949 3846271.842718177))"
85,Gable,Good,"POLYGON ((-10834859.49188425 3846281.357439645, -10834858.53276774 3846288.269693099, -10834841.99627623 3846285.260051638, -10834844.54289592 3846270.244917341, -10834866.5498 3846273.904299997, -10834865.0796 3846282.225400008, -10834859.49188425 3846281.357439645))"
86,Hip,Good,"POLYGON ((-10834526.72970806 3846269.192667313, -10834520.8708 3846284.819200009, -10834506.6328 3846280.260500014, -10834511.86009491 3846264.32432422, -10834519.03246153 3846266.672572367, -10834519.34781826 3846265.329742894, -10834522.49636624 3846266.335161582, -10834522.1417712 3846267.690566987, -10834526.72970806 3846269.192667313))"
87,Mix,Good,"POLYGON ((-10834543.35557475 3846275.583367378, -10834539.30008744 3846287.314016163, -10834525.03901717 3846282.260464363, -10834529.54752622 3846268.769333139, -10834537.64379245 3846271.388713382, -10834537.26471643 3846272.577633649, -10834537.06170795 3846273.214342043, -10834543.35557475 3846275.583367378))"
88,Hip,Good,"POLYGON ((-10834560.72452015 3846281.435249314, -10834556.61218449 3846291.920266896, -10834542.48340616 3846287.078382187, -10834547.3313 3846274.725299999, -10834556.29468385 3846277.791488558, -10834555.97835284 3846278.782659076, -10834555.69937016 3846279.6568048, -10834560.72452015 3846281.435249314))"
89,Mix,Good,"POLYGON ((-10834576.36447237 3846291.911447436, -10834571.07940969 3846307.194472872, -10834557.5794 3846301.964599997, -10834564.2537 3846280.896499999, -10834572.3092 3846283.4485, -10834570.96063709 3846287.705438375, -10834574.87618814 3846288.901805975, -10834574.3306946 3846290.328481399, -10834574.01629058 3846291.150768831, -10834576.36447237 3846291.911447436))"
90,Gable,Good,"POLYGON ((-10834922.48033144 3846291.638546489, -10834902.1333 3846288.323399998, -10834902.9436 3846283.186999999, -10834898.4492 3846282.477899998, -10834900.05684904 3846272.906008981, -10834921.13095374 3846275.961952604, -10834920.6150152 3846281.637276463, -10834923.75033399 3846281.835714363, -10834922.48033144 3846291.638546489))"
91,Hip,Good,"POLYGON ((-10834711.3162 3846282.374200009, -10834707.19306683 3846293.571645714, -10834701.08664295 3846291.453688368, -10834700.8043842 3846292.258038148, -10834700.44931077 3846293.269887157, -10834692.214138 3846290.491756581, -10834696.8774286 3846276.601103708, -10834698.00890122 3846276.925511837, -10834699.29175637 3846273.922192082, -10834704.64957961 3846275.906571075, -10834703.3867 3846279.45440001, -10834711.3162 3846282.374200009))"
92,Gable,Good,"POLYGON ((-10834756.2496 3846283.680200003, -10834755.0614 3846286.705200002, -10834752.0364 3846285.516999997, -10834753.2246 3846282.491999999, -10834756.2496 3846283.680200003))"
93,Gable,Good,"POLYGON ((-10834800.3419 3846279.082000002, -10834805.8499 3846281.0528, -10834807.8208 3846275.544699997, -10834823.1208 3846281.019199997, -10834818.0843 3846295.095299996, -10834797.2762 3846287.649999999, -10834800.3419 3846279.082000002))"
94,Gable,Good,"POLYGON ((-10834728.93093692 3846287.143117055, -10834724.40355701 3846299.842560105, -10834718.02065592 3846297.498819262, -10834717.81323601 3846298.224788956, -10834717.49148819 3846299.350906312, -10834709.45094992 3846296.172041416, -10834714.43174116 3846281.694343105, -10834719.60518254 3846283.705180466, -10834722.94472699 3846281.851439767, -10834724.99525194 3846285.65483281, -10834728.93093692 3846287.143117055))"
95,Gable,Good,"POLYGON ((-10834841.2343 3846287.360700004, -10834841.03499257 3846288.4312305, -10834862.604 3846293.322899997, -10834861.0574 3846301.630100004, -10834855.3062 3846300.559400007, -10834853.79318878 3846307.39910648, -10834837.66812518 3846303.178993851, -10834840.6395 3846290.555799998, -10834837.4444 3846289.960900001, -10834838.0392 3846286.765800007, -10834841.2343 3846287.360700004))"
96,Gable,Good,"POLYGON ((-10834741.43843074 3846305.401615344, -10834735.26242879 3846303.003244013, -10834734.87888915 3846303.98948881, -10834734.42898962 3846305.146373309, -10834726.61053643 3846302.20949243, -10834730.64476837 3846290.493515328, -10834731.18311112 3846289.080109105, -10834731.37410432 3846288.578660913, -10834739.32058018 3846291.305164352, -10834745.44798069 3846293.407527581, -10834745.80979996 3846293.531670839, -10834741.43843074 3846305.401615344))"
97,Gable,Good,"POLYGON ((-10834915.46422884 3846305.201115236, -10834911.73359637 3846304.526426397, -10834910.50328969 3846309.990435474, -10834893.5571 3846306.20752611, -10834896.8326 3846291.065100007, -10834913.322 3846294.767899998, -10834913.40047471 3846296.827035978, -10834916.8929817 3846297.66047515, -10834915.46422884 3846305.201115236))"
98,Gable,Good,"POLYGON ((-10834791.6164 3846305.655199997, -10834793.5214 3846297.153200008, -10834795.59135324 3846297.832194917, -10834797.91969124 3846291.561557345, -10834809.4531 3846295.861600004, -10834804.775 3846310.241300009, -10834791.6164 3846305.655199997))"
99,Mix,Good,"POLYGON ((-10834611.63872489 3846299.092024811, -10834607.46588221 3846310.680025466, -10834593.25241943 3846305.978621826, -10834597.94878301 3846292.584063716, -10834605.52249612 3846294.932245508, -10834605.55259006 3846295.955439523, -10834605.58864208 3846297.181208342, -10834611.63872489 3846299.092024811))"
100,Gable,Good,"POLYGON ((-10834748.2351 3846293.852899998, -10834763.31741348 3846298.521876864, -10834758.76657101 3846311.909820393, -10834752.28840045 3846309.392944336, -10834752.02038419 3846310.273569174, -10834751.82537869 3846310.914301559, -10834743.55713293 3846308.003879055, -10834744.62400739 3846304.77655445, -10834744.35277329 3846304.702043749, -10834744.57502374 3846303.45585376, -10834745.06042297 3846303.456385352, -10834748.2351 3846293.852899998))"
101,Mix,Good,"POLYGON ((-10834627.83132559 3846309.142603874, -10834623.03574305 3846323.430132531, -10834608.8762 3846317.882100001, -10834615.8968 3846298.994700007, -10834623.208 3846301.712399997, -10834622.11981779 3846304.639952898, -10834626.21074942 3846306.000670485, -10834625.81611939 3846307.871048309, -10834627.83132559 3846309.142603874))"
102,Mix,Good,"POLYGON ((-10834645.9006 3846310.867200002, -10834641.6105 3846323.623800002, -10834637.6639 3846322.167100005, -10834634.158 3846324.2412, -10834632.32594397 3846320.284891836, -10834626.94566839 3846318.51128561, -10834632.20688124 3846304.290797256, -10834640.34283505 3846306.910177514, -10834639.99578529 3846308.031415202, -10834639.82689652 3846308.577055857, -10834645.9006 3846310.867200002))"
103,Hip,Good,"POLYGON ((-10834595.24120814 3846291.93459852, -10834590.90203277 3846304.274789937, -10834577.3286 3846298.928999998, -10834580.17859697 3846288.3790702, -10834583.72651838 3846289.754427485, -10834584.16208633 3846288.728422984, -10834584.67902029 3846287.510756314, -10834595.24120814 3846291.93459852))"
104,Gable,Good,"POLYGON ((-10834519.5842 3846307.075099997, -10834515.8663 3846305.897299998, -10834517.4367 3846300.940099999, -10834521.1546 3846302.117899999, -10834519.5842 3846307.075099997))"
105,Gable,Good,"POLYGON ((-10834487.363 3846321.645700008, -10834472.96062618 3846316.745606117, -10834476.43328938 3846305.996886693, -10834491.1176 3846311.253200009, -10834487.363 3846321.645700008))"
106,Gable,Good,"POLYGON ((-10834504.13411741 3846329.205852427, -10834496.51410215 3846326.268971547, -10834497.70472953 3846322.181150854, -10834496.78697489 3846321.909223564, -10834493.41847095 3846320.911148317, -10834493.99310992 3846319.100493461, -10834494.11961819 3846318.701873064, -10834491.98971809 3846318.212392911, -10834497.30785374 3846302.853299662, -10834511.51600718 3846307.853934675, -10834504.13411741 3846329.205852427))"
107,Gable,Good,"POLYGON ((-10834526.86517854 3846317.760395475, -10834521.30891742 3846333.688344039, -10834506.9994 3846328.636500001, -10834510.73662797 3846318.191573381, -10834511.13566788 3846318.223417245, -10834512.96422932 3846312.820849366, -10834513.31848475 3846311.774185583, -10834519.86693537 3846314.188513331, -10834519.52115141 3846315.150777958, -10834526.86517854 3846317.760395475))"
108,Gable,Good,"POLYGON ((-10834856.00907865 3846320.238038503, -10834853.09865614 3846328.493055061, -10834831.66736314 3846321.243457191, -10834837.0271 3846307.1461, -10834852.67532196 3846312.353439339, -10834850.53348819 3846318.40070492, -10834856.00907865 3846320.238038503))"
109,Gable,Good,"POLYGON ((-10834893.69 3846309.7095, -10834908.84225159 3846313.635274529, -10834906.39693986 3846326.740887515, -10834889.8882 3846322.819399998, -10834893.69 3846309.7095))"
110,Gable,Good,"POLYGON ((-10834815.3278 3846319.9564, -10834816.233 3846316.835000001, -10834819.3544 3846317.740199998, -10834818.4492 3846320.861599997, -10834815.3278 3846319.9564))"
111,Mix,Good,"POLYGON ((-10834663.38924118 3846317.304729335, -10834658.98243755 3846328.701635279, -10834644.45678342 3846323.939125724, -10834646.24978858 3846319.327068724, -10834649.25898055 3846310.36597351, -10834657.1303505 3846313.144104086, -10834656.83555501 3846314.028490543, -10834656.60118277 3846314.731607258, -10834663.38924118 3846317.304729335))"
112,Gable,Good,"POLYGON ((-10834803.34366046 3846331.249136984, -10834786.56904346 3846325.375375196, -10834788.10362988 3846321.459534004, -10834787.51873413 3846321.25981351, -10834785.93404219 3846320.71869918, -10834789.26779888 3846310.082427852, -10834800.93663325 3846314.101396382, -10834807.90112738 3846316.513597906, -10834808.32886144 3846316.661746606, -10834803.34366046 3846331.249136984))"
113,Mix,Good,"POLYGON ((-10834671.7277 3846333.866900004, -10834668.33216984 3846335.818941228, -10834666.48008279 3846332.114767134, -10834661.38684341 3846330.394972011, -10834666.8438856 3846316.140516333, -10834674.08686888 3846318.885573924, -10834673.87007739 3846319.566918604, -10834673.62384712 3846320.340785183, -10834680.0928 3846322.601499997, -10834676.17046682 3846334.793678746, -10834671.7277 3846333.866900004))"
114,Gable,Good,"POLYGON ((-10834611.9178 3846325.1501, -10834616.1373 3846326.852499999, -10834614.4348 3846331.071999997, -10834610.2153 3846329.369599998, -10834611.9178 3846325.1501))"
115,Mix,Good,"POLYGON ((-10834697.2153 3846328.234100007, -10834693.0808 3846341.386200011, -10834689.04467666 3846340.154809296, -10834685.2315 3846341.959500015, -10834683.5999 3846338.519900009, -10834679.0554 3846336.046400011, -10834683.35612359 3846322.13003356, -10834691.42593144 3846324.709726229, -10834691.28800176 3846325.623510376, -10834691.16134758 3846326.462594338, -10834697.2153 3846328.234100007))"
116,Gable,Good,"POLYGON ((-10834845.2796 3846338.903500013, -10834842.6409789 3846345.651318662, -10834825.33719418 3846339.195472367, -10834830.75454881 3846324.683047421, -10834851.59052812 3846332.45519843, -10834848.74625158 3846340.491933301, -10834845.2796 3846338.903500013))"
117,Gable,Good,"POLYGON ((-10834902.9547038 3846331.246750705, -10834901.02847974 3846336.226441801, -10834902.5140122 3846339.563293189, -10834902.87532865 3846340.374893978, -10834899.38282166 3846342.002084732, -10834897.91438121 3846346.129592992, -10834884.77779242 3846341.922709577, -10834886.88123413 3846335.175821073, -10834885.61878502 3846334.892805986, -10834888.30998699 3846326.40486601, -10834902.9547038 3846331.246750705))"
118,Hip,Good,"POLYGON ((-10834714.76582864 3846334.30310344, -10834710.4991 3846345.068000011, -10834696.21622229 3846340.102553979, -10834701.1516 3846328.078400001, -10834709.95040517 3846331.565798879, -10834709.65708259 3846332.482538693, -10834714.76582864 3846334.30310344))"
119,Gable,Good,"POLYGON ((-10834616.0615 3846335.137900002, -10834615.0102 3846339.564800002, -10834610.5834 3846338.513499998, -10834611.6347 3846334.086599998, -10834616.0615 3846335.137900002))"
120,Gable,Good,"POLYGON ((-10834545.24052783 3846321.35212142, -10834540.31926798 3846336.115900986, -10834538.19598247 3846335.269232616, -10834538.05214952 3846335.638195388, -10834537.43530386 3846337.220538601, -10834533.38101697 3846335.803522281, -10834532.27591854 3846339.185073793, -10834524.23256911 3846336.645068698, -10834530.84716568 3846315.795860291, -10834545.24052783 3846321.35212142))"
121,Gable,Good,"POLYGON ((-10834560.07045336 3846332.742456727, -10834555.62544446 3846345.521857306, -10834549.31511932 3846343.180290133, -10834549.09085664 3846343.853078157, -10834548.79918079 3846344.728105716, -10834540.8616649 3846341.751537256, -10834545.66386201 3846327.662446551, -10834550.70485136 3846329.439985506, -10834554.31575434 3846327.424321078, -10834556.26491481 3846331.400558837, -10834560.07045336 3846332.742456727))"
122,Gable,Good,"POLYGON ((-10834565.5870269 3846326.352756433, -10834573.7823 3846329.298699997, -10834574.79976274 3846325.945985682, -10834580.89946274 3846328.191985674, -10834574.87392049 3846347.466548696, -10834568.5174787 3846345.477648772, -10834566.7558 3846350.262000002, -10834558.36388744 3846347.664986596, -10834565.5870269 3846326.352756433))"
123,Flat,Good,"POLYGON ((-10834596.1365412 3846340.015205652, -10834590.02465396 3846356.842739351, -10834575.79004213 3846351.445228547, -10834581.6373455 3846334.7235284, -10834584.71550177 3846335.846943095, -10834588.794339 3846333.995922774, -10834590.53462571 3846337.970710956, -10834596.1365412 3846340.015205652))"
124,Gable,Good,"POLYGON ((-10834438.0461 3846267.053300001, -10834434.4161 3846265.627400003, -10834435.3667 3846263.207400002, -10834438.9967 3846264.633299999, -10834438.0461 3846267.053300001))"
125,Gable,Good,"POLYGON ((-10834394.399 3846269.133500002, -10834409.0103057 3846273.703601718, -10834401.70779105 3846294.129476033, -10834393.2411074 3846291.219053514, -10834394.11304073 3846287.799888588, -10834390.3306849 3846286.615294293, -10834390.67412155 3846285.012589902, -10834390.80693585 3846284.392789826, -10834389.06068235 3846283.704871774, -10834394.399 3846269.133500002))"
126,Gable,Good,"POLYGON ((-10834407.9654 3846282.480700001, -10834422.87450018 3846287.30321233, -10834419.11740931 3846298.362817846, -10834404.4992 3846292.972900003, -10834407.9654 3846282.480700001))"
127,Gable,Good,"POLYGON ((-10834439.9953 3846292.541199997, -10834435.39990031 3846305.908749662, -10834427.09196698 3846302.892493606, -10834427.30331054 3846301.979929209, -10834427.4855393 3846301.189662479, -10834421.2871 3846299.060599998, -10834426.1142 3846286.990000002, -10834439.9953 3846292.541199997))"
128,Gable,Good,"POLYGON ((-10834439.96701846 3846303.25182911, -10834445.75479046 3846285.160907477, -10834460.17461099 3846290.651022628, -10834452.96470073 3846311.453928865, -10834444.99411185 3846308.675798304, -10834445.87662342 3846305.243673846, -10834439.96701846 3846303.25182911))"
129,Gable,Good,"POLYGON ((-10834389.243791 3846352.539754368, -10834377.08554387 3846348.331130363, -10834378.6604365 3846343.882570386, -10834376.01777063 3846342.879438341, -10834383.44756709 3846322.329067729, -10834391.44110448 3846324.744480051, -10834390.15125815 3846328.779383972, -10834394.21923505 3846330.168449253, -10834393.69006733 3846331.987463325, -10834396.10439508 3846332.979652822, -10834389.243791 3846352.539754368))"
130,Gable,Good,"POLYGON ((-10834463.17821311 3846311.462834738, -10834458.97075442 3846310.005332209, -10834459.29363564 3846308.831218675, -10834459.55283892 3846307.888661303, -10834457.27741769 3846307.465327121, -10834462.51617818 3846292.225296617, -10834477.22704097 3846297.464057103, -10834470.08327667 3846317.889931329, -10834462.2208 3846314.584600002, -10834463.17821311 3846311.462834738))"
131,Hip,Good,"POLYGON ((-10834725.90253184 3846336.821714066, -10834724.95002993 3846340.314221069, -10834727.84003628 3846341.368682854, -10834728.86587112 3846341.742973939, -10834728.37705152 3846342.628959462, -10834728.01920275 3846343.277560361, -10834728.73616716 3846343.471738219, -10834730.55920785 3846343.965478405, -10834729.16853067 3846347.75410153, -10834725.63794798 3846358.940925099, -10834711.40333609 3846353.75508137, -10834718.0942 3846334.509533547, -10834725.90253184 3846336.821714066))"
132,Hip,Good,"POLYGON ((-10834742.6633 3846365.383900002, -10834728.34993259 3846360.554886669, -10834735.09682112 3846339.718907379, -10834742.9491 3846342.157799996, -10834741.08 3846347.701200001, -10834747.8552 3846349.98560001, -10834742.6633 3846365.383900002))"
133,Gable,Good,"POLYGON ((-10834904.719 3846351.586900003, -10834909.6857 3846353.126900002, -10834908.5307 3846356.851899996, -10834903.564 3846355.311999999, -10834904.719 3846351.586900003))"
134,Gable,Good,"POLYGON ((-10834611.2045922 3846351.145366833, -10834607.31213148 3846362.728509814, -10834600.91227992 3846360.39257285, -10834600.54351695 3846361.28033556, -10834600.1979035 3846362.11236795, -10834592.31330437 3846359.519446097, -10834596.83768843 3846345.827231199, -10834611.2045922 3846351.145366833))"
135,Gable,Good,"POLYGON ((-10834901.4122 3846359.005100004, -10834897.69213078 3846360.597038619, -10834895.4008 3846366.424000002, -10834878.1161 3846359.508299999, -10834884.7839 3846345.140900008, -10834901.2543 3846351.468900003, -10834899.8511 3846355.071599998, -10834901.4122 3846359.005100004))"
136,Mix,Good,"POLYGON ((-10834764.86250582 3846355.593939215, -10834759.76926644 3846370.675219469, -10834745.28329988 3846365.648126058, -10834752.09633438 3846345.341314487, -10834759.57082854 3846347.656423308, -10834758.24790922 3846351.360597402, -10834763.1427107 3846353.014246546, -10834762.75976438 3846354.248184703, -10834762.54739701 3846354.93247956, -10834764.86250582 3846355.593939215))"
137,Gable,Good,"POLYGON ((-10834671.0802 3846357.097400002, -10834674.0554 3846358.405299999, -10834672.7475 3846361.380500004, -10834669.7723 3846360.0726, -10834671.0802 3846357.097400002))"
138,Gable,Good,"POLYGON ((-10834628.34962652 3846357.257254072, -10834624.4120602 3846368.737339377, -10834618.03085586 3846366.345709771, -10834617.66282974 3846367.27545996, -10834617.27679186 3846368.250713572, -10834609.33927596 3846365.472583011, -10834613.95263155 3846352.640429854, -10834628.34962652 3846357.257254072))"
139,Gable,Good,"POLYGON ((-10834646.33592606 3846358.944915459, -10834641.31586772 3846374.623933546, -10834626.98701964 3846369.672851846, -10834632.45376772 3846355.406433545, -10834634.65329876 3846356.110641621, -10834635.162661 3846355.104202881, -10834646.33592606 3846358.944915459))"
140,Hip,Good,"POLYGON ((-10834770.44522535 3846376.773877531, -10834768.69897185 3846372.9638699, -10834762.98396039 3846371.138241239, -10834768.85772217 3846353.715393782, -10834783.62150178 3846359.58915557, -10834777.82711516 3846376.178563841, -10834774.37429574 3846374.670435824, -10834770.44522535 3846376.773877531))"
141,Hip,Good,"POLYGON ((-10834802.51146675 3846368.873403363, -10834797.43145656 3846383.795933291, -10834782.54861421 3846378.834985837, -10834789.5002 3846359.201399997, -10834797.4736 3846361.999200009, -10834796.64949525 3846364.347585849, -10834800.8445884 3846365.984147564, -10834800.14506493 3846367.679146759, -10834800.01908675 3846367.984401584, -10834802.51146675 3846368.873403363))"
142,Gable,Good,"POLYGON ((-10834662.86459147 3846368.402849294, -10834658.51453554 3846380.296083815, -10834652.06956985 3846378.24536901, -10834651.70139883 3846379.288520232, -10834651.43456859 3846380.044539273, -10834643.60288624 3846377.39870064, -10834648.20664545 3846363.799090087, -10834662.86459147 3846368.402849294))"
143,Gable,Good,"POLYGON ((-10834682.71720066 3846366.804762773, -10834677.55781533 3846382.084480852, -10834675.17656056 3846381.211354107, -10834674.89474749 3846382.003953367, -10834674.54155929 3846382.997295186, -10834670.2188306 3846381.862560116, -10834669.02498574 3846385.775425747, -10834661.20653259 3846382.957607612, -10834668.3416 3846362.327100009, -10834682.71720066 3846366.804762773))"
144,Gable,Good,"POLYGON ((-10834700.33451717 3846370.080310993, -10834692.83303549 3846392.030188262, -10834685.33922674 3846389.569558337, -10834685.44994455 3846388.991365321, -10834685.52972712 3846388.574723013, -10834678.75505731 3846386.235801674, -10834688.92433808 3846359.893832274, -10834704.00561828 3846365.284728475, -10834702.25275019 3846370.807916619, -10834700.33451717 3846370.080310993))"
145,Mix,Good,"POLYGON ((-10834805.13455117 3846385.210927784, -10834811.8015 3846366.659199998, -10834825.85146772 3846371.518712826, -10834819.46176741 3846390.211562812, -10834805.13455117 3846385.210927784))"
146,Gable,Good,"POLYGON ((-10834802.9416 3846391.588100001, -10834799.6984 3846391.378799997, -10834799.9076 3846388.135600001, -10834803.1509 3846388.344800003, -10834802.9416 3846391.588100001))"
147,Gable,Good,"POLYGON ((-10834715.10923286 3846386.748212419, -10834709.37314686 3846398.625637159, -10834703.8397242 3846396.133883983, -10834703.40838656 3846396.996559255, -10834703.05655596 3846397.700220451, -10834695.11904008 3846394.284442782, -10834701.05982975 3846380.583408415, -10834706.13983991 3846382.77945447, -10834709.52651336 3846381.324243225, -10834711.06109976 3846384.843208604, -10834715.10923286 3846386.748212419))"
148,Gable,Good,"POLYGON ((-10834495.1215 3846360.54330001, -10834493.3035 3846366.10360001, -10834500.15005912 3846368.079722971, -10834494.32921413 3846384.272255406, -10834480.01350347 3846378.883739047, -10834487.7077 3846358.1193, -10834495.1215 3846360.54330001))"
149,Hip,Good,"POLYGON ((-10834527.738 3846377.692900002, -10834534.03166531 3846379.78567449, -10834528.5846 3846395.966799997, -10834514.2632 3846390.80120001, -10834521.4232 3846369.684799999, -10834529.4313 3846372.683400005, -10834527.738 3846377.692900002))"
150,Hip,Good,"POLYGON ((-10834551.0735119 3846386.386644989, -10834545.4353 3846401.764772996, -10834531.39376421 3846396.74113445, -10834538.244 3846376.410099998, -10834546.3225 3846378.887800001, -10834545.26949966 3846382.321187504, -10834549.25449784 3846383.972317241, -10834548.81415961 3846384.804067232, -10834548.3615273 3846385.659039363, -10834551.0735119 3846386.386644989))"
151,Gable,Good,"POLYGON ((-10834568.32437973 3846391.628712766, -10834562.872 3846406.163099997, -10834549.3215 3846401.594200015, -10834556.08737609 3846381.243796162, -10834563.52879722 3846384.253437594, -10834562.32099734 3846387.551180437, -10834566.63765761 3846389.181312039, -10834566.12194575 3846390.619876683, -10834566.00927094 3846390.934180118, -10834568.32437973 3846391.628712766))"
152,Gable,Good,"POLYGON ((-10834864.53897766 3846392.081782125, -10834861.13246043 3846390.395059988, -10834865.13429135 3846382.622909032, -10834884.87886211 3846393.470847405, -10834878.00326459 3846407.093609035, -10834861.43011728 3846398.299502902, -10834864.53897766 3846392.081782125))"
153,Gable,Good,"POLYGON ((-10834722.30811881 3846385.168756999, -10834733.93657958 3846391.439394549, -10834725.59335731 3846407.742108397, -10834719.68873856 3846404.734733663, -10834719.4305568 3846405.202688105, -10834719.0537373 3846405.885673456, -10834711.55278478 3846401.956603102, -10834718.33936086 3846388.661263987, -10834719.64146762 3846389.331094459, -10834722.30811881 3846385.168756999))"
154,Gable,Good,"POLYGON ((-10834751.14742338 3846402.281861216, -10834742.0556756 3846416.542333126, -10834736.28873012 3846413.389271818, -10834735.74333214 3846414.078195587, -10834735.03195677 3846414.976774991, -10834727.75590055 3846410.87572512, -10834737.83654572 3846393.267669044, -10834738.73306089 3846393.619860671, -10834741.18353159 3846389.37828625, -10834749.50469407 3846393.902670309, -10834746.79270948 3846398.731325813, -10834751.14742338 3846402.281861216))"
155,Gable,Good,"POLYGON ((-10834867.60372566 3846407.423886091, -10834859.63987671 3846420.356382281, -10834847.69391531 3846413.093555242, -10834851.74204841 3846405.394164838, -10834852.9309694 3846406.113047294, -10834853.44861432 3846406.426041894, -10834856.9066 3846400.813900001, -10834867.60372566 3846407.423886091))"
156,Gable,Good,"POLYGON ((-10834638.2087 3846410.311000004, -10834633.2345 3846424.492700011, -10834629.05022259 3846422.895836197, -10834625.447 3846424.885200001, -10834623.639 3846421.291299999, -10834618.8588 3846419.456799999, -10834623.6971 3846405.447200008, -10834626.1986 3846406.156000011, -10834628.7002 3846406.864800006, -10834638.2087 3846410.311000004))"
157,Gable,Good,"POLYGON ((-10834619.57812029 3846409.666643038, -10834614.44519334 3846424.271672279, -10834600.15766473 3846419.085828558, -10834607.1673 3846399.4428, -10834615.1492 3846402.216200002, -10834613.97981145 3846405.58192154, -10834617.93770034 3846407.07372117, -10834617.45008954 3846408.113957547, -10834617.14394875 3846408.767057896, -10834619.57812029 3846409.666643038))"
158,Gable,Good,"POLYGON ((-10834750.68793164 3846424.8728671, -10834743.87013164 3846419.880867094, -10834756.6083483 3846402.483203784, -10834768.71612835 3846411.330809355, -10834757.76235643 3846426.200422451, -10834752.53706943 3846422.347363144, -10834750.68793164 3846424.8728671))"
159,Gable,Good,"POLYGON ((-10834805.17854073 3846411.103377476, -10834801.11982428 3846416.220429383, -10834801.70600311 3846416.607528605, -10834802.52211876 3846417.146472901, -10834796.96585763 3846424.120903529, -10834792.29383125 3846420.679475367, -10834788.26634022 3846425.750740133, -10834782.61482891 3846421.284564525, -10834786.72117047 3846415.781220183, -10834785.98033565 3846415.146218903, -10834786.82700401 3846414.320717253, -10834786.59590998 3846414.111632191, -10834784.60449957 3846412.309879899, -10834791.99168102 3846402.573193744, -10834792.97475553 3846403.390800267, -10834794.12951863 3846404.351197302, -10834795.25929173 3846402.806027539, -10834805.17854073 3846411.103377476))"
160,Gable,Good,"POLYGON ((-10834777.7624 3846415.081100009, -10834781.0717 3846411.891500011, -10834783.80104657 3846414.046431981, -10834781.00704098 3846417.771772765, -10834777.7624 3846415.081100009))"
161,Gable,Good,"POLYGON ((-10834572.689 3846388.174699999, -10834580.6537 3846390.997000001, -10834578.9169 3846395.898400001, -10834585.0436 3846398.069399998, -10834579.6161 3846413.386200003, -10834565.5247 3846408.392899998, -10834572.689 3846388.174699999))"
162,Gable,Good,"POLYGON ((-10834601.87918903 3846404.054880977, -10834597.03557514 3846419.403329194, -10834582.69512976 3846414.534986109, -10834590.52681211 3846393.262443513, -10834597.82932674 3846395.696615055, -10834596.40057388 3846399.929956861, -10834600.47516537 3846401.729127131, -10834600.05765941 3846402.683426462, -10834599.73433055 3846403.422463864, -10834601.87918903 3846404.054880977))"
163,Gable,Good,"POLYGON ((-10834516.9034 3846433.252599999, -10834515.28776043 3846437.080618069, -10834507.35024454 3846434.328945905, -10834513.1137 3846417.652500004, -10834518.0563 3846419.268500008, -10834519.6723 3846414.325900003, -10834524.6148 3846415.941900007, -10834522.9988 3846420.884400003, -10834530.37565522 3846424.043248221, -10834526.20845938 3846436.478689782, -10834516.9034 3846433.252599999))"
164,Gable,Good,"POLYGON ((-10834656.2533 3846417.781100005, -10834651.6672 3846431.186700009, -10834647.5975514 3846429.655953899, -10834643.9892103 3846431.516956255, -10834642.1069 3846427.888200007, -10834636.9858 3846425.906000003, -10834641.7012 3846411.16650001, -10834650.13755649 3846413.939672418, -10834649.91057489 3846414.898039185, -10834649.78036827 3846415.447800443, -10834656.2533 3846417.781100005))"
165,Gable,Good,"POLYGON ((-10834654.06662685 3846437.275969155, -10834661.09277361 3846417.321746089, -10834675.89624071 3846422.322381094, -10834669.14790706 3846442.236916587, -10834654.06662685 3846437.275969155))"
166,Gable,Good,"POLYGON ((-10834844.6129 3846419.634000003, -10834847.2173 3846421.578000002, -10834848.7726 3846419.494499996, -10834863.8785 3846430.7698, -10834854.5685 3846443.325000003, -10834836.5889 3846430.166299999, -10834844.6129 3846419.634000003))"
167,Gable,Good,"POLYGON ((-10834759.9255 3846431.550700001, -10834762.1302 3846429.162799999, -10834766.4284 3846433.131099999, -10834764.2238 3846435.519000001, -10834759.9255 3846431.550700001))"
168,Gable,Good,"POLYGON ((-10834789.02128617 3846432.614927478, -10834783.58408779 3846439.480878711, -10834782.84037865 3846438.840462498, -10834782.15533493 3846438.250563748, -10834778.02782667 3846443.687762141, -10834768.42343245 3846435.670871086, -10834777.94342531 3846424.331448846, -10834789.02128617 3846432.614927478))"
169,Gable,Good,"POLYGON ((-10834832.8772 3846433.657399997, -10834847.7632 3846446.257100001, -10834838.5445 3846458.244900003, -10834823.0963 3846445.048299998, -10834832.8772 3846433.657399997))"
